name,type,kind,null?,default,primary key,unique key,check,expression,comment,policy name,privacy domain
EMAIL_ENCODING_KEY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
PROFILE_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
USER_TYPE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LANGUAGE_LOCALE_KEY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
EMPLOYEE_NUMBER,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
DELEGATED_APPROVER_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
MANAGER_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LAST_LOGIN_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
LAST_PASSWORD_CHANGE_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
CREATED_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
CREATED_BY_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LAST_MODIFIED_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
LAST_MODIFIED_BY_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SYSTEM_MODSTAMP,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
OFFLINE_TRIAL_EXPIRATION_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
OFFLINE_PDA_TRIAL_EXPIRATION_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_MARKETING_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_OFFLINE_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_CALL_CENTER_AUTO_LOGIN,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_MOBILE_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_SFCONTENT_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_KNOWLEDGE_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_INTERACTION_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_SUPPORT_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_JIGSAW_PROSPECTING_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_CHATTER_ANSWERS_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PERMISSIONS_WORK_DOT_COM_USER_FEATURE,BOOLEAN,COLUMN,Y,,N,N,,,,,
FORECAST_ENABLED,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_ACTIVITY_REMINDERS_POPUP,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_EVENT_REMINDERS_CHECKBOX_DEFAULT,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_TASK_REMINDERS_CHECKBOX_DEFAULT,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_REMINDER_SOUND_OFF,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_ALL_FEEDS_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_FOLLOWERS_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_PROFILE_POST_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_CHANGE_COMMENT_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_LATER_COMMENT_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DIS_PROF_POST_COMMENT_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_CONTENT_NO_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_CONTENT_EMAIL_AS_AND_WHEN,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_APEX_PAGES_DEVELOPER_MODE,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_CSNGET_CHATTER_MOBILE_TASK,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_MENTIONS_POST_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DIS_MENTIONS_COMMENT_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_CSNDESKTOP_TASK,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_CHATTER_ONBOARDING_SPLASH,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_SECOND_CHATTER_ONBOARDING_SPLASH,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DIS_COMMENT_AFTER_LIKE_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_LIKE_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SORT_FEED_BY_COMMENT,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_MESSAGE_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_JIGSAW_LIST_USER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_BOOKMARK_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_SHARE_POST_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_ENABLE_AUTO_SUB_FOR_FEEDS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_FILE_SHARE_NOTIFICATIONS_FOR_API,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_TITLE_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_MANAGER_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_EMAIL_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_WORK_PHONE_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_MOBILE_PHONE_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_FAX_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_STREET_ADDRESS_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_CITY_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_STATE_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_POSTAL_CODE_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_COUNTRY_TO_EXTERNAL_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_PROFILE_PIC_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_TITLE_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_CITY_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_STATE_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_POSTAL_CODE_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_COUNTRY_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_FEEDBACK_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_WORK_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_S_1_BROWSER_UI,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_DISABLE_ENDORSEMENT_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_PATH_ASSISTANT_COLLAPSED,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_CACHE_DIAGNOSTICS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_EMAIL_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_MANAGER_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_WORK_PHONE_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_MOBILE_PHONE_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_FAX_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_STREET_ADDRESS_TO_GUEST_USERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_LIGHTNING_EXPERIENCE_PREFERRED,BOOLEAN,COLUMN,Y,,N,N,,,,,
CONTACT_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
ACCOUNT_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
CALL_CENTER_ID,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
EXTENSION,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FEDERATION_IDENTIFIER,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
ABOUT_ME,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
FULL_PHOTO_URL,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SMALL_PHOTO_URL,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
DIGEST_FREQUENCY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
DEFAULT_GROUP_NOTIFICATION_FREQUENCY,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
JIGSAW_IMPORT_LIMIT_OVERRIDE,"NUMBER(38,0)",COLUMN,Y,,N,N,,,,,
LAST_VIEWED_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
LAST_REFERENCED_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
BANNER_PHOTO_URL,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
IS_PROFILE_PHOTO_ACTIVE,BOOLEAN,COLUMN,Y,,N,N,,,,,
DSFS_DSPRO_SFMEMBERSHIP_STATUS_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
DSFS_DSPRO_SFPASSWORD_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
DSFS_DSPRO_SFUSERNAME_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
DB_REGION_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
USER_CREATED_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
QUOTA_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_ACCESS_LEVEL_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LITMOS_COMPLETED_PERCENTAGE_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_COURSES_ASSIGNED_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_COURSES_COMPLETED_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_LEARNING_PATHS_ASSIGNED_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_LEARNING_PATHS_COMPLETED_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_LITMOS_USER_ID_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LITMOS_LITMOS_ACTIVATED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
LITMOS_ORIGINAL_ID_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_SYNC_LITMOS_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
LITMOS_USER_ID_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LITMOS_LP_COMPLETED_PERCENTAGE_C,FLOAT,COLUMN,Y,,N,N,,,,,
_FIVETRAN_SYNCED,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
ROLE_CHANGE_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
TERRITORY_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
IS_PORTAL_ENABLED,BOOLEAN,COLUMN,Y,,N,N,,,,,
PORTAL_ROLE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
BDR_SUPPORT_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SALES_ENGINEER_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SBQQ_PRODUCT_SORT_PREFERENCE_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SBQQ_OUTPUT_FORMAT_CHANGE_ALLOWED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
SBQQ_THEME_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SBQQ_DEFAULT_PRODUCT_LOOKUP_TAB_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
SBQQ_RESET_PRODUCT_LOOKUP_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
AREA_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
GEO_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
START_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
FUNCTION_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
TERMINATION_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
SEGMENT_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LITMOS_LITMOS_LOGIN_ACCESS_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LITMOS_TOTAL_USER_PROGRAM_RESULTS_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_DEACTIVATE_FROM_LITMOS_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
LITMOS_TEAM_ID_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
LITMOS_TOTAL_SUM_PERCENTAGES_C,FLOAT,COLUMN,Y,,N,N,,,,,
MINDTICKLE_ACCESS_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
MEDIUM_PHOTO_URL,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
IS_EXT_INDICATOR_VISIBLE,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_FAVORITES_SHOW_TOP_FAVORITES,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_GLOBAL_NAV_GRID_MENU_WTSHOWN,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_END_USER_ONBOARDING_ASSISTANT_MODAL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_LIGHTNING_MIGRATION_MODAL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_CREATE_LEXAPPS_WTSHOWN,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_GLOBAL_NAV_BAR_WTSHOWN,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_RECORD_HOME_SECTION_COLLAPSE_WTSHOWN,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_FAVORITES_WTSHOWN,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_EXCLUDE_MAIL_APP_ATTACHMENTS,BOOLEAN,COLUMN,Y,,N,N,,,,,
SMALL_BANNER_PHOTO_URL,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
OUT_OF_OFFICE_MESSAGE,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_SFX_WELCOME_MAT,BOOLEAN,COLUMN,Y,,N,N,,,,,
MEDIUM_BANNER_PHOTO_URL,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_BIGGER_PHOTO_CALLOUT,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_PREVIEW_LIGHTNING,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_RECORD_HOME_RESERVED_WTSHOWN,BOOLEAN,COLUMN,Y,,N,N,,,,,
IS_TEST_USER_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
REGION_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
_FIVETRAN_DELETED,BOOLEAN,COLUMN,Y,,N,N,,,,,
SIGSTR_SIGSTR_SIGNATURE_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
COMMUNITY_GROUP_AUTO_JOIN_APPLIED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
SBQQ_DIAGNOSTIC_TOOL_ENABLED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
CALENDAR_LINK_C,VARCHAR(16777216),COLUMN,Y,,N,N,,,,,
CAN_BACKDATE_OPPORTUNITIES_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
CAN_MOVE_CAPACITY_ACCOUNTS_TAGGED_OPPS_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
DEFAULT_CURRENCY_ISO_CODE,VARCHAR(9),COLUMN,Y,,N,N,,,,,
CURRENCY_ISO_CODE,VARCHAR(9),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SUPPRESS_TASK_SFXREMINDERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HAS_CELEBRATION_BADGE,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_PREVIEW_CUSTOM_THEME,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SUPPRESS_EVENT_SFXREMINDERS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_NEW_LIGHTNING_REPORT_RUN_PAGE_ENABLED,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_USER_DEBUG_MODE_PREF,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_PIPELINE_VIEW_HIDE_HELP_POPOVER,BOOLEAN,COLUMN,Y,,N,N,,,,,
INDIVIDUAL_ID,VARCHAR(18),COLUMN,Y,,N,N,,,,,
PARTNER_ACCOUNT_MANAGER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
COST_CENTER_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
APPROVAL_DIVISON_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SECONDARY_IDP_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ZOOM_APP_LOGIN_TYPE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ZOOM_APP_DISABLE_INVITATION_EMAIL_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ZOOM_APP_ZOOM_MEETING_PASSWORD_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
ZOOM_APP_SEND_ICS_IN_INVITATION_EMAIL_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ZOOM_APP_MEETING_PASSWORD_TYPE_C,FLOAT,COLUMN,Y,,N,N,,,,,
ZOOM_APP_IS_PMI_ENABLED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ZOOM_APP_SECRET_TOKEN_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ZOOM_APP_SEND_EMAIL_TO_ATTENDEE_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ZOOM_APP_WEBHOOK_URL_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ABOUT_ME_POPULATED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
COVEO_SKILLS_C,VARCHAR(15000),COLUMN,Y,,N,N,,,,,
STACK_OVERFLOW_ID_C,VARCHAR(96),COLUMN,Y,,N,N,,,,,
DISTRICT_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DSE_DS_DATA_SCOUT_PROFILE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
RELATED_ACCOUNT_ID_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
RELATED_PARTNER_TYPE_C,VARCHAR(150),COLUMN,Y,,N,N,,,,,
RELATED_ACCOUNT_NAME_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
RELATED_PARTNER_LEVEL_C,VARCHAR(90),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SRHOVERRIDE_ACTIVITIES,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_NATIVE_EMAIL_CLIENT,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_RECEIVE_NOTIFICATIONS_AS_DELEGATED_APPROVER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_RECEIVE_NO_NOTIFICATIONS_AS_APPROVER,BOOLEAN,COLUMN,Y,,N,N,,,,,
DFSLE_USERNAME_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
DFSLE_STATUS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DFSLE_PROVISIONED_C,DATE,COLUMN,Y,,N,N,,,,,
DFSLE_CAN_MANAGE_ACCOUNT_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_STATEMENTS_REDIRECT_CONFIRMATION,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_INVOICES_REDIRECT_CONFIRMATION,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_BROWSE_PRODUCT_REDIRECT_CONFIRMATION,BOOLEAN,COLUMN,Y,,N,N,,,,,
CREATED_BY_UNIFIED_SUPPORT_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
IS_NICKNAME_UPDATED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
SUPPORT_REGION_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
POD_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
IS_USS_RESTRICTED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_ONLINE_SALES_APP_WELCOME_MAT,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SEND_LIST_EMAIL_THROUGH_EXTERNAL_SERVICE,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_REVERSE_OPEN_ACTIVITIES_VIEW,BOOLEAN,COLUMN,Y,,N,N,,,,,
EMPLOYEE_TYPE_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
OF_USERS_C,FLOAT,COLUMN,Y,,N,N,,,,,
CASE_SAFE_ID_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
USER_MANAGER_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
USER_STATUS_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
MONTHS_SINCE_HIRED_C,FLOAT,COLUMN,Y,,N,N,,,,,
COMPLETION_PERCENTAGE_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_P_COMPLETED_PERCENTAGE_C,FLOAT,COLUMN,Y,,N,N,,,,,
WORKER_TYPE_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
USER_COUNTRY_CODE_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
USER_LOCATION_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ACCOUNT_OWNER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
